ID,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,DAY_7,DAY_8,DAY_9,DAY_10,DAY_11,DAY_12,DAY_13,DAY_14,DAY_15,DAY_16,DAY_17,DAY_18,DAY_19,DAY_20,DAY_21,DAY_22,DAY_23,DAY_24,DAY_25,DAY_26,DAY_27,DAY_28,DAY_29,DAY_30,DAY_31
Mech_119,P,P,A,A,P,A,P,P,P,P,P,P,A,P,P,A,P,P,P,A,A,P,A,P,A,P,P,P,P,P,A
Mech_120,P,P,P,A,A,P,P,A,A,P,P,A,P,P,A,A,A,A,P,P,P,A,P,P,A,P,P,P,P,P,P
Mech_121,P,A,A,P,A,P,A,P,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P
Mech_122,P,A,A,P,P,A,P,P,P,P,P,A,P,A,P,P,P,A,P,A,P,P,A,P,A,P,P,A,A,P,P
Mech_123,A,P,P,P,P,P,A,P,P,P,P,A,P,P,A,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A
Mech_124,P,P,P,P,P,A,P,A,P,P,A,P,A,P,P,P,P,P,A,P,A,A,P,P,P,P,P,A,P,P,P
Mech_125,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P
Mech_126,A,P,P,P,A,P,A,A,P,P,P,P,A,P,P,P,P,A,P,P,A,P,P,P,A,A,P,P,P,P,A
Mech_127,P,A,P,A,P,A,A,P,A,A,P,A,P,P,A,P,P,A,P,P,P,A,P,P,A,A,P,P,P,A,P
Mech_128,A,P,P,A,P,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,P,P,P,A,P,P,P
Mech_129,P,P,P,P,A,P,P,A,P,A,P,P,P,A,A,P,A,P,P,P,P,P,P,P,A,P,P,A,P,P,P
Mech_130,A,A,P,A,P,P,P,P,P,A,P,P,A,A,P,P,P,P,P,P,A,A,P,A,P,P,P,P,A,P,P
Mech_131,P,P,A,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,P,A,P,P,P,P,P,P,P,P,P,P
Mech_132,P,P,A,P,P,P,P,A,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P,A,A,P,P
Mech_133,A,A,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,A,A,A,A,P,P,P,A,A,P,A,P
Mech_134,P,A,P,P,A,P,P,P,P,A,A,P,P,P,P,P,A,P,A,P,P,A,P,P,A,P,P,A,P,P,P
Mech_135,P,A,A,A,P,A,P,P,A,A,P,P,P,P,A,P,P,P,A,P,A,A,P,A,A,P,A,A,P,P,A
Mech_136,P,A,A,A,P,P,A,P,A,P,A,A,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P
Mech_137,P,P,A,P,P,P,A,P,A,A,A,A,P,A,P,A,P,P,A,P,P,A,P,P,P,A,P,P,P,A,A
Mech_138,P,P,P,P,A,P,P,P,A,P,A,A,P,A,P,P,P,P,A,P,A,P,P,P,P,P,P,P,P,P,P
Mech_139,P,P,A,P,P,A,P,P,A,P,P,A,A,P,A,P,P,P,A,P,P,P,P,A,P,A,P,P,P,P,P
Mech_140,P,P,P,P,P,P,P,A,P,P,A,P,A,P,P,A,A,P,A,P,A,P,P,P,P,P,P,P,P,P,A
Mech_141,P,P,P,P,P,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,A,P
Mech_142,P,P,P,P,P,P,A,A,P,A,A,P,P,P,P,P,P,P,P,P,P,A,P,A,A,P,P,A,P,P,A
Mech_143,A,A,P,P,P,A,A,P,P,P,P,P,P,A,P,A,A,A,P,P,A,P,P,P,P,A,A,A,P,A,P
Mech_144,P,A,A,P,P,A,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P,P,A,P,A,P,P,P
Mech_145,A,A,A,P,P,P,P,P,A,P,P,P,A,P,P,A,P,A,P,P,A,A,P,P,P,P,P,P,A,P,P
Mech_146,P,A,P,A,P,P,P,P,A,P,A,P,P,P,A,P,P,A,P,P,A,A,A,P,P,P,A,P,P,P,P
Mech_147,A,P,P,A,P,A,P,P,A,A,A,P,P,A,A,P,P,P,A,P,P,A,P,P,P,P,P,P,P,P,A
Mech_148,P,P,P,A,P,A,A,A,A,P,A,P,A,P,P,P,P,A,A,A,P,P,P,P,A,P,P,P,A,P,P
Mech_149,A,P,P,P,A,P,P,P,P,P,P,P,A,A,A,P,P,A,A,P,P,P,P,A,P,P,P,P,P,A,P
Mech_150,P,P,P,P,A,A,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,A,P,A,P,P
Mech_151,P,A,P,P,P,P,A,P,P,P,P,P,A,A,A,P,P,P,A,A,P,P,P,P,P,P,P,P,A,P,A
Mech_152,A,A,P,A,P,P,P,A,P,A,P,P,P,P,A,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P
Mech_153,P,P,P,P,P,P,P,A,P,A,P,A,P,A,P,P,P,P,P,A,A,A,P,P,A,P,P,P,P,A,P
Mech_154,P,P,P,A,A,P,P,A,P,P,P,A,A,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,A,P
Mech_155,A,P,P,A,P,A,P,P,P,A,A,P,P,P,A,P,P,P,A,P,P,P,A,P,A,A,P,P,P,P,P
Mech_156,P,A,A,A,P,A,P,A,A,P,A,P,P,A,P,P,P,A,P,P,P,A,A,A,P,P,P,P,A,A,P
Mech_157,P,P,P,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,A,P,P,A,P,P,P,A,P,P,P,A,P
Mech_158,P,P,P,P,A,A,P,A,P,P,P,P,A,P,A,A,A,P,P,A,P,P,A,P,P,A,A,A,P,P,P
Mech_159,P,P,A,A,A,P,A,P,A,P,P,P,P,P,P,A,A,A,P,P,P,P,P,A,P,P,A,P,P,P,A
Mech_160,P,P,P,A,P,P,A,P,A,P,P,A,A,P,P,A,P,A,A,P,P,A,P,P,A,A,A,P,P,P,A
Mech_161,P,P,P,A,P,A,A,P,P,A,P,P,A,P,P,P,P,P,P,P,A,P,P,A,P,A,P,P,A,P,P
Mech_162,P,P,A,A,A,P,P,P,P,P,A,P,P,P,P,A,P,A,P,P,P,P,P,P,P,A,P,P,P,A,P
Mech_163,A,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,A,P,P,P,P,P,A,P,P,P,A,P
Mech_164,A,P,A,A,P,P,P,P,P,A,A,P,A,P,P,A,P,P,P,P,P,A,A,A,P,P,P,P,P,A,P
Mech_165,P,P,A,P,P,P,A,P,P,P,A,A,A,P,P,A,P,P,P,P,P,P,A,P,P,A,P,P,P,P,A
Mech_166,P,A,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,A
Mech_167,P,P,A,P,P,A,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P,P,P,A,A
Mech_168,P,P,P,P,A,A,P,A,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,A,P,P,A,P,P,P
Mech_169,P,A,P,P,P,A,P,A,P,P,A,A,P,A,A,P,P,P,P,P,P,A,P,P,P,A,A,P,P,P,P
Mech_170,A,A,P,A,P,A,P,P,A,A,P,A,A,A,P,P,P,A,P,P,P,P,P,P,P,A,A,P,P,P,A
Mech_171,A,P,P,P,A,P,P,A,A,P,P,A,A,P,P,P,P,P,P,P,P,A,P,A,P,P,P,A,A,P,A
Mech_172,P,P,A,A,A,P,P,P,P,A,P,A,P,P,A,P,A,P,P,P,P,A,P,P,A,P,P,P,P,P,P
Mech_173,P,P,P,A,A,A,A,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P
Mech_174,P,A,A,P,P,P,P,P,A,A,P,P,P,P,P,P,P,A,P,P,P,P,P,P,A,P,P,A,A,A,P
Mech_175,A,P,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,A,P,A,A,P,P,P,P,P,P,P,A,P,P
Mech_176,A,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,A,A,P,P,P,A
Mech_177,P,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,P,P,A,A,P,A,A,P,P,P,P,P,A
Mech_178,P,A,P,A,P,A,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,A,P,P,A,P
Mech_179,P,P,P,P,A,A,P,A,P,A,P,P,P,P,P,P,P,A,A,P,A,A,P,P,P,P,P,P,P,P,P
Mech_180,A,A,A,A,P,A,A,P,P,P,P,P,P,P,P,P,A,A,A,A,A,P,P,P,P,A,P,A,A,A,P
Etc_1,P,A,A,P,P,A,P,P,P,P,P,A,P,A,P,A,A,A,A,P,P,P,P,A,A,P,P,P,P,A,A
Etc_2,A,P,P,P,P,A,P,P,A,A,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P
Etc_3,P,P,A,P,A,P,A,P,P,P,P,P,A,P,A,P,P,P,P,P,A,P,P,A,P,P,P,P,A,P,P
Etc_4,A,P,A,P,A,P,P,P,P,A,A,P,P,P,P,P,A,A,P,P,P,P,A,P,P,A,P,P,P,A,P
Etc_5,A,A,P,A,P,A,P,P,P,P,P,P,A,P,P,P,A,P,A,P,P,P,A,P,A,P,P,P,P,P,A
Etc_6,P,P,P,P,P,A,P,P,A,P,P,P,P,A,P,P,P,P,A,A,P,A,P,P,P,P,A,A,P,P,P
Etc_7,A,A,A,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,A,A,P,P,P,P
Etc_8,P,P,A,P,P,P,P,P,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,A,A,P,P,P,P,P,A
Etc_9,P,P,A,P,A,P,P,A,P,A,P,A,P,P,P,P,P,P,A,A,A,P,P,P,A,P,A,P,P,P,P
Etc_10,A,P,P,P,P,P,P,A,A,P,A,A,P,P,P,P,P,P,P,A,P,P,A,P,P,A,P,P,P,P,P
Etc_11,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,A,P,P,A,A,P,P,P,P,P,P,P
Etc_12,P,P,P,P,A,A,A,P,P,P,P,P,P,P,A,P,P,A,P,P,A,P,A,P,P,P,P,A,P,P,P
Etc_13,P,P,P,P,P,A,A,P,P,P,P,P,P,P,P,P,P,P,P,A,A,P,P,P,P,A,P,P,P,P,P
Etc_14,A,P,P,A,A,A,P,A,A,A,P,P,A,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,A
Etc_15,P,P,A,P,P,P,P,A,P,A,A,P,A,P,P,P,P,P,A,P,P,A,P,P,P,P,P,P,P,P,P
Etc_16,A,A,P,A,P,P,P,P,P,P,A,P,P,P,P,A,A,P,P,A,P,A,P,P,P,P,P,A,A,P,A
Etc_17,A,P,P,P,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P
Etc_18,P,P,A,P,P,P,P,A,A,A,P,P,A,A,P,P,A,P,P,P,P,P,P,A,P,P,A,P,A,P,P
Etc_19,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,A,P,P,A,P,P,P,P
Etc_20,P,A,P,P,P,A,P,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A,A,P,P,A
Etc_21,P,A,P,P,A,P,A,P,A,A,P,P,P,P,A,A,P,P,A,P,P,P,P,P,P,P,A,P,A,P,A
Etc_22,A,P,P,P,P,A,P,A,A,A,P,P,P,P,P,P,P,P,A,A,P,P,A,P,P,P,P,P,P,P,P
Etc_23,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,P,A,P,A,P,P,P,A,P,P,P,P,P,P,A
Etc_24,P,P,A,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,A,P,A,A,A,P
Etc_25,P,A,P,P,P,P,P,P,P,A,P,P,P,A,P,A,A,P,P,P,P,P,P,A,P,P,A,A,A,P,A
Etc_26,P,P,P,P,P,P,A,P,P,A,P,A,P,P,P,P,A,P,P,A,P,P,P,P,P,P,P,A,P,P,P
Etc_27,P,P,A,A,P,P,P,A,A,P,A,A,P,A,P,P,P,P,P,P,P,P,A,P,A,P,P,P,A,P,P
Etc_28,A,A,P,P,P,P,A,P,P,A,P,P,P,A,P,A,A,P,P,P,P,P,P,P,A,P,P,P,P,P,P
Etc_29,P,P,P,A,P,P,P,P,P,P,A,P,P,A,P,P,P,A,P,A,P,P,P,A,P,P,P,A,A,P,P
Etc_30,A,P,A,P,P,A,P,P,A,A,P,A,P,P,P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P
Etc_31,P,P,P,P,P,P,A,P,A,A,P,A,P,P,P,P,A,P,A,P,A,P,P,P,A,P,P,A,P,P,P
Etc_32,P,P,P,P,P,A,P,P,A,P,A,P,P,P,P,P,A,P,P,P,A,P,A,A,A,P,P,P,P,A,P
Etc_33,P,P,A,P,P,P,P,P,P,P,P,A,A,A,A,P,A,P,A,P,P,A,P,P,P,P,P,P,P,A,A
Etc_34,P,P,P,P,A,A,P,P,A,P,P,P,A,P,A,A,A,P,P,P,P,A,P,P,P,P,P,P,A,A,P
Etc_35,A,P,P,P,A,P,A,P,P,P,P,P,P,P,P,A,P,P,P,A,P,A,P,P,A,P,P,P,P,A,A
Etc_36,P,A,P,A,A,P,P,P,P,A,P,P,P,P,P,P,P,P,P,A,P,P,P,P,A,P,A,P,A,A,A
Etc_37,A,A,A,A,A,P,A,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,A,A,A,P,A,P,P,P,A
Etc_38,A,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,P,A,P,A,A,A,P,P,P,A,P,P,A,A,P
Etc_39,A,P,P,P,P,P,P,P,P,A,P,A,P,A,P,A,A,P,A,A,P,P,P,P,A,A,P,A,P,P,P
Etc_40,A,P,A,P,A,A,A,A,P,P,A,A,A,A,A,P,P,P,A,P,A,P,A,P,P,P,A,A,A,A,A
Etc_41,P,A,A,P,P,A,P,P,A,A,P,A,P,A,P,A,P,P,A,P,A,P,P,A,P,P,A,P,P,A,P
Etc_42,A,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P,P,P,P,P,A,P,A,P,A,A,P,P,P,P
Etc_43,A,P,A,P,P,A,P,P,P,P,P,A,P,P,P,A,P,P,A,P,P,A,P,A,A,P,A,P,A,A,A
Etc_44,A,P,P,A,P,P,P,A,P,P,P,P,A,A,A,A,A,A,P,P,P,P,P,P,P,P,A,A,P,P,P
Etc_45,P,A,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A,A,P,A,A,P,P,P,P,P,A,P,A,P
Etc_46,P,A,A,P,A,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,A,P
Etc_47,A,P,P,A,P,P,A,P,P,P,A,P,A,P,A,A,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P
Etc_48,A,P,P,P,A,P,P,A,P,A,P,P,P,A,P,P,A,P,P,A,P,P,A,P,P,P,A,P,P,P,P
Etc_49,P,P,P,P,P,A,P,P,P,P,A,P,P,A,A,P,P,P,P,P,P,A,P,P,P,P,P,A,A,A,A
Etc_50,P,P,P,P,P,P,P,A,A,A,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P
Etc_51,A,A,A,P,P,A,P,P,P,P,P,A,A,P,A,P,A,P,P,A,P,A,P,P,P,P,P,A,P,P,A
Etc_52,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,A,A,A,A,P,P,P,P,P,P
Etc_53,P,A,A,P,P,P,P,A,P,P,P,P,A,P,A,A,A,A,P,A,P,P,P,P,P,P,P,P,P,P,P
Etc_54,A,P,A,A,P,A,P,P,P,A,P,A,P,A,A,P,P,P,P,A,P,A,P,A,A,A,P,A,A,P,P
Etc_55,A,A,A,P,P,P,P,P,A,P,P,P,P,P,P,A,A,P,P,A,A,P,P,A,P,A,A,P,P,A,P
Etc_56,P,P,A,P,A,P,A,P,A,P,A,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P
Etc_57,P,P,A,A,P,P,A,P,P,P,P,A,A,P,A,P,A,A,P,P,P,A,P,P,A,P,A,P,P,A,P
Etc_58,P,P,P,P,P,P,A,P,P,P,P,P,A,A,A,P,P,A,A,P,A,P,P,P,P,P,P,P,A,A,P
Etc_59,P,A,A,A,A,A,P,A,A,P,P,P,P,A,A,P,P,P,A,P,P,A,P,A,A,P,P,P,A,P,A
Etc_60,P,A,P,P,P,P,P,P,P,A,P,A,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P
Etc_61,P,A,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P
Etc_62,P,P,A,P,P,A,P,P,P,A,A,A,A,P,P,A,P,P,P,A,P,A,A,A,A,P,P,A,A,A,P
Etc_63,P,P,P,P,A,P,A,A,P,A,A,P,P,P,A,P,A,P,P,A,A,A,A,A,A,P,P,P,A,P,P
Etc_64,A,P,P,A,A,A,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P
Etc_65,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,A
Etc_66,P,P,P,A,A,P,A,P,P,P,P,A,P,P,A,P,P,P,P,A,A,A,P,P,P,A,P,A,A,P,P
Etc_67,P,P,P,P,A,A,P,P,P,A,P,P,A,P,A,P,A,P,P,P,P,A,P,A,P,P,P,P,P,P,A
Etc_68,P,P,P,P,A,P,A,A,P,P,P,A,A,A,P,A,P,P,A,P,P,P,A,P,A,A,P,P,P,P,P
Etc_69,A,P,P,P,A,A,P,P,P,P,A,A,A,P,P,A,P,A,A,P,P,A,P,P,P,P,P,P,P,P,P
Etc_70,P,A,A,A,P,P,P,A,P,A,P,P,P,A,P,P,P,P,P,P,A,P,P,A,P,P,A,P,A,P,A
Etc_71,P,P,P,A,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,A,A,P,P,P,P
Etc_72,P,A,P,P,P,P,P,P,P,A,P,P,A,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,A,A,P
Etc_73,A,P,P,A,A,A,P,P,P,P,A,P,P,P,P,A,P,A,P,P,P,P,A,A,A,P,P,P,P,P,P
Etc_74,P,P,A,P,A,P,P,A,P,A,P,P,P,P,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P
Etc_75,A,P,P,P,P,P,A,P,P,P,P,P,A,P,A,P,P,A,P,P,A,P,P,P,P,P,P,P,P,P,A
Etc_76,A,A,P,A,P,P,A,P,P,P,P,A,P,P,A,P,P,P,P,P,A,A,A,A,A,A,A,P,P,P,P
Etc_77,P,A,P,P,A,P,A,P,A,P,P,A,P,A,A,P,P,P,P,P,P,P,A,P,P,P,A,A,P,P,P
Etc_78,A,P,P,P,P,P,A,A,P,A,P,P,A,P,A,P,P,A,P,P,P,A,P,P,A,A,A,P,A,P,P
Etc_79,A,P,P,P,P,A,P,A,P,P,A,P,P,P,A,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P
Etc_80,P,P,P,P,P,P,P,A,A,A,P,P,P,P,A,P,P,P,P,P,P,A,P,A,P,P,P,P,A,A,P
Etc_81,P,A,P,P,P,A,P,P,P,P,A,P,P,P,P,A,A,P,P,P,A,P,P,P,P,A,A,P,A,P,A
Etc_82,P,A,P,P,P,P,P,A,P,A,P,P,P,P,P,P,A,P,P,P,P,P,A,A,P,A,P,P,A,P,A
Etc_83,P,P,A,P,P,A,P,A,A,P,P,P,A,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,A,P
Etc_84,P,A,P,P,P,A,P,P,P,P,A,P,A,P,P,P,P,P,A,P,A,A,A,P,P,P,A,A,P,P,P
Etc_85,P,P,P,P,P,A,A,A,P,P,A,P,P,A,P,P,P,A,P,P,P,A,A,P,P,P,P,P,P,P,P
Etc_86,P,P,A,P,P,A,P,P,P,P,P,P,A,A,P,P,P,P,A,A,A,P,A,P,P,A,P,P,P,A,P
Etc_87,P,A,A,P,P,A,P,A,A,A,P,A,P,A,P,A,P,A,P,P,P,P,P,P,P,P,P,P,P,A,A
Etc_88,P,P,P,P,P,P,P,A,A,P,P,A,P,A,A,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P
Etc_89,A,A,A,P,P,P,P,P,P,P,A,P,A,A,P,P,P,P,A,P,A,A,P,P,A,P,P,A,A,P,P
Etc_90,P,P,A,A,A,P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,A,P,P,P,P,P,P,A,P,A
Etc_91,P,P,A,P,A,P,A,A,P,A,A,P,A,P,P,P,P,P,P,P,P,A,A,P,A,A,P,P,P,A,A
Etc_92,A,P,P,P,P,A,P,A,P,P,A,P,A,A,A,P,P,P,P,P,P,A,P,P,A,P,P,P,P,P,P
Etc_93,A,P,A,P,P,A,P,P,P,P,P,A,P,P,P,A,P,A,P,P,P,P,P,P,A,P,P,P,P,A,P
Etc_94,A,A,P,P,P,A,P,A,A,A,A,A,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P,P,P
Etc_95,P,A,P,P,A,P,P,A,A,P,P,A,P,P,A,A,A,P,P,P,A,P,A,P,A,P,P,A,A,A,A
Etc_96,A,P,P,A,P,P,P,A,P,P,A,P,P,P,A,A,P,P,P,P,P,P,A,P,P,A,P,A,A,A,P
Etc_97,P,P,P,P,P,P,P,P,P,P,P,A,P,A,A,A,P,P,P,A,P,P,A,P,A,A,P,A,P,P,A
Etc_98,P,P,P,P,A,A,A,P,P,P,A,P,P,P,A,P,A,P,P,P,P,A,P,P,A,A,P,P,P,P,A
Etc_99,A,P,P,A,A,P,P,A,A,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P
Etc_100,P,P,P,A,P,A,P,A,P,P,P,P,P,A,P,A,P,P,A,A,A,P,P,P,P,P,P,P,P,A,P
Etc_101,P,P,A,P,A,P,P,A,P,A,P,P,P,P,A,P,A,P,P,P,P,A,P,P,P,A,P,A,P,P,A
Etc_102,P,A,P,P,P,A,P,A,P,A,P,A,P,A,P,P,P,A,P,P,A,P,P,P,P,P,A,P,P,P,P
Etc_103,A,P,P,P,P,A,A,P,A,A,P,P,P,P,P,P,P,A,P,P,P,P,P,P,A,P,P,A,A,P,P
Etc_104,P,P,P,A,A,A,P,P,A,A,P,A,A,P,A,P,P,P,A,A,A,P,P,P,P,P,P,P,P,P,P
Etc_105,P,P,P,P,P,P,P,P,P,A,P,P,P,A,P,A,P,P,A,A,P,P,P,P,A,A,A,P,P,P,A
Etc_106,P,P,A,P,P,A,P,P,P,A,A,P,P,P,P,A,P,P,P,P,P,P,P,P,A,A,P,P,A,P,A
Etc_107,A,P,A,P,P,P,P,P,P,P,A,P,P,P,P,A,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P
Etc_108,A,A,P,P,P,P,P,P,A,A,P,A,P,P,P,A,P,P,P,P,P,A,P,A,A,P,P,P,P,P,P
Etc_109,A,P,A,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P
Etc_110,A,P,P,P,P,P,P,A,A,P,P,A,P,P,A,P,A,P,P,P,P,A,P,A,P,P,P,A,P,P,P
Etc_111,P,A,P,A,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,A,A,P,A,P,A,P,A,P,A,P,P
Etc_112,P,P,P,A,P,P,A,P,P,P,P,P,P,A,A,P,A,A,P,P,P,P,A,P,A,P,A,A,A,P,P
Etc_113,P,P,P,P,P,A,P,P,P,A,A,P,P,P,P,P,A,A,P,A,P,P,P,A,P,P,P,P,P,P,P
Etc_114,A,P,A,P,P,P,P,A,P,P,A,P,P,A,A,A,A,P,P,A,A,P,A,A,P,P,P,P,A,A,P
Etc_115,P,P,P,A,P,A,P,P,P,P,P,P,P,P,P,P,A,P,P,P,A,A,P,P,P,A,P,P,P,P,P
Etc_116,A,P,P,P,P,A,A,P,A,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P,P,A
Etc_117,P,A,P,A,P,P,P,P,P,P,A,P,P,P,A,A,P,P,P,P,P,P,P,P,P,A,A,A,P,P,P
Etc_118,P,P,P,A,A,P,P,P,P,P,P,P,A,P,P,A,A,A,A,P,A,A,P,A,P,P,P,A,A,P,P
Etc_119,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,A,P,P,P
Etc_120,P,P,P,P,A,P,A,P,P,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,A,P,P,P,A
Civil_1,P,A,P,A,P,P,P,P,P,P,A,A,P,P,P,P,P,A,P,A,P,P,P,P,P,A,P,P,A,P,P
Civil_2,A,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,A,A,P,A
Civil_3,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,P,A,P,P,P,A
Civil_4,P,P,P,A,P,A,P,P,P,A,P,P,P,P,P,P,P,P,A,P,P,P,A,A,P,P,A,P,P,P,P
Civil_5,P,A,A,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,A,A,A,A,A,P,P,P,A,A,P,P,P
Civil_6,P,P,A,P,P,A,P,P,P,P,A,P,P,P,P,A,P,P,A,P,P,P,P,P,P,P,A,P,A,A,P
Civil_7,P,P,A,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P
Civil_8,P,P,P,P,P,A,A,P,A,A,P,P,P,P,P,P,A,P,P,A,P,A,P,P,P,P,A,P,P,P,P
Civil_9,A,P,P,P,P,P,P,P,P,P,P,A,A,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,A,P,P
Civil_10,P,P,P,P,A,P,P,A,A,P,P,A,A,A,A,P,P,A,P,P,P,P,P,P,A,A,A,A,P,A,P
Civil_11,A,A,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P
Civil_12,P,A,P,P,P,P,A,A,P,A,A,P,P,P,A,P,A,P,A,A,A,P,P,P,P,P,P,P,A,A,P
Civil_13,P,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,A,P,P,P
Civil_14,P,P,P,P,P,P,P,P,P,P,A,A,A,P,P,A,A,P,A,A,P,P,A,P,P,P,P,A,P,P,A
Civil_15,P,P,P,P,A,P,P,A,P,A,A,A,A,A,P,P,A,P,P,P,A,P,A,A,P,P,P,P,P,A,A
Civil_16,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,P,A,A,P,P,P,P,P,P,P,P
Civil_17,P,P,A,P,P,P,P,P,P,A,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P
Civil_18,P,A,A,P,A,P,A,P,P,P,P,P,P,A,P,A,P,A,P,P,P,A,P,P,P,P,A,A,P,A,P
Civil_19,A,P,A,A,P,P,P,P,A,P,A,A,P,P,P,A,P,A,P,P,A,P,P,P,P,A,P,P,P,P,P
Civil_20,A,P,P,A,P,P,P,A,A,P,P,A,P,A,A,P,A,P,P,P,P,P,P,A,P,P,P,P,A,P,P
Civil_21,P,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,A,A,P,P,A,A,P,P,A,A,P,A,A,A,P
